# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p  R_3d
  1.17449842740171E+02  -7.00426379988291E-28   1.78298116786482E-15  -1.28395427831247E-09   6.04028976123699E-23  -2.08873608758792E-13   1.15006374164418E-13
  1.17457343202700E+02  -6.97045552457380E-28   1.77643405678639E-15  -1.27973566400214E-09   6.01433788795347E-23  -2.08139614233697E-13   1.14602562565642E-13
  1.17464843665229E+02  -6.93678023712381E-28   1.76989915244073E-15  -1.27552113452822E-09   5.98846564315055E-23  -2.07406732006070E-13   1.14199360297106E-13
  1.17472344127758E+02  -6.90323729550964E-28   1.76337641003162E-15  -1.27131067651619E-09   5.96267268464552E-23  -2.06674958171860E-13   1.13796765221653E-13
  1.17479844590287E+02  -6.86982606022842E-28   1.75686578484558E-15  -1.26710427660403E-09   5.93695867130224E-23  -2.05944288832846E-13   1.13394775205305E-13
  1.17487345052816E+02  -6.83654589428557E-28   1.75036723225158E-15  -1.26290192144211E-09   5.91132326302667E-23  -2.05214720096624E-13   1.12993388117254E-13
  1.17494845515345E+02  -6.80339616318265E-28   1.74388070770076E-15  -1.25870359769322E-09   5.88576612076236E-23  -2.04486248076580E-13   1.12592601829849E-13
  1.17502345977874E+02  -6.77037623490527E-28   1.73740616672609E-15  -1.25450929203247E-09   5.86028690648598E-23  -2.03758868891872E-13   1.12192414218587E-13
  1.17509846440403E+02  -6.73748547991108E-28   1.73094356494209E-15  -1.25031899114729E-09   5.83488528320285E-23  -2.03032578667411E-13   1.11792823162104E-13
  1.17517346902931E+02  -6.70472327111779E-28   1.72449285804451E-15  -1.24613268173737E-09   5.80956091494254E-23  -2.02307373533837E-13   1.11393826542155E-13
  1.17524847365460E+02  -6.67208898389121E-28   1.71805400181005E-15  -1.24195035051461E-09   5.78431346675437E-23  -2.01583249627501E-13   1.10995422243614E-13
  1.17532347827989E+02  -6.63958199603337E-28   1.71162695209605E-15  -1.23777198420310E-09   5.75914260470302E-23  -2.00860203090447E-13   1.10597608154455E-13
  1.17539848290518E+02  -6.60720168777069E-28   1.70521166484017E-15  -1.23359756953906E-09   5.73404799586414E-23  -2.00138230070383E-13   1.10200382165743E-13
  1.17547348753047E+02  -6.57494744174214E-28   1.69880809606012E-15  -1.22942709327082E-09   5.70902930831993E-23  -1.99417326720671E-13   1.09803742171625E-13
  1.17554849215576E+02  -6.54281864298755E-28   1.69241620185332E-15  -1.22526054215876E-09   5.68408621115477E-23  -1.98697489200299E-13   1.09407686069316E-13
  1.17562349678105E+02  -6.51081467893584E-28   1.68603593839666E-15  -1.22109790297525E-09   5.65921837445086E-23  -1.97978713673866E-13   1.09012211759090E-13
  1.17569850140634E+02  -6.47893493939340E-28   1.67966726194615E-15  -1.21693916250466E-09   5.63442546928383E-23  -1.97260996311557E-13   1.08617317144268E-13
  1.17577350603163E+02  -6.44717881653246E-28   1.67331012883662E-15  -1.21278430754329E-09   5.60970716771846E-23  -1.96544333289127E-13   1.08223000131206E-13
  1.17584851065692E+02  -6.41554570487950E-28   1.66696449548148E-15  -1.20863332489929E-09   5.58506314280431E-23  -1.95828720787876E-13   1.07829258629287E-13
  1.17592351528221E+02  -6.38403500130377E-28   1.66063031837235E-15  -1.20448620139272E-09   5.56049306857140E-23  -1.95114154994635E-13   1.07436090550905E-13
  1.17599851990749E+02  -6.35264610500575E-28   1.65430755407882E-15  -1.20034292385539E-09   5.53599662002593E-23  -1.94400632101740E-13   1.07043493811461E-13
  1.17607352453278E+02  -6.32137841750578E-28   1.64799615924810E-15  -1.19620347913091E-09   5.51157347314598E-23  -1.93688148307014E-13   1.06651466329345E-13
  1.17614852915807E+02  -6.29023134263258E-28   1.64169609060478E-15  -1.19206785407459E-09   5.48722330487724E-23  -1.92976699813750E-13   1.06260006025929E-13
  1.17622353378336E+02  -6.25920428651200E-28   1.63540730495052E-15  -1.18793603555345E-09   5.46294579312874E-23  -1.92266282830685E-13   1.05869110825556E-13
  1.17629853840865E+02  -6.22829665755562E-28   1.62912975916370E-15  -1.18380801044613E-09   5.43874061676859E-23  -1.91556893571984E-13   1.05478778655527E-13
  1.17637354303394E+02  -6.19750786644954E-28   1.62286341019922E-15  -1.17968376564287E-09   5.41460745561977E-23  -1.90848528257220E-13   1.05089007446093E-13
  1.17644854765923E+02  -6.16683732614318E-28   1.61660821508812E-15  -1.17556328804548E-09   5.39054599045587E-23  -1.90141183111351E-13   1.04699795130440E-13
  1.17652355228452E+02  -6.13628445183802E-28   1.61036413093735E-15  -1.17144656456728E-09   5.36655590299690E-23  -1.89434854364703E-13   1.04311139644682E-13
  1.17659855690981E+02  -6.10584866097656E-28   1.60413111492943E-15  -1.16733358213308E-09   5.34263687590509E-23  -1.88729538252949E-13   1.03923038927849E-13
  1.17667356153510E+02  -6.07552937323118E-28   1.59790912432220E-15  -1.16322432767912E-09   5.31878859278067E-23  -1.88025231017090E-13   1.03535490921875E-13
  1.17674856616038E+02  -6.04532601049310E-28   1.59169811644848E-15  -1.15911878815303E-09   5.29501073815774E-23  -1.87321928903431E-13   1.03148493571588E-13
  1.17682357078567E+02  -6.01523799686136E-28   1.58549804871584E-15  -1.15501695051379E-09   5.27130299750007E-23  -1.86619628163569E-13   1.02762044824700E-13
  1.17689857541096E+02  -5.98526475863188E-28   1.57930887860625E-15  -1.15091880173171E-09   5.24766505719696E-23  -1.85918325054364E-13   1.02376142631795E-13
  1.17697358003625E+02  -5.95540572428653E-28   1.57313056367582E-15  -1.14682432878836E-09   5.22409660455911E-23  -1.85218015837927E-13   1.01990784946317E-13
  1.17704858466154E+02  -5.92566032448224E-28   1.56696306155452E-15  -1.14273351867655E-09   5.20059732781447E-23  -1.84518696781595E-13   1.01605969724563E-13
  1.17712358928683E+02  -5.89602799204016E-28   1.56080632994586E-15  -1.13864635840027E-09   5.17716691610415E-23  -1.83820364157914E-13   1.01221694925669E-13
  1.17719859391212E+02  -5.86650816193489E-28   1.55466032662662E-15  -1.13456283497468E-09   5.15380505947830E-23  -1.83123014244617E-13   1.00837958511600E-13
  1.17727359853741E+02  -5.83710027128365E-28   1.54852500944658E-15  -1.13048293542604E-09   5.13051144889204E-23  -1.82426643324607E-13   1.00454758447139E-13
  1.17734860316270E+02  -5.80780375933567E-28   1.54240033632819E-15  -1.12640664679166E-09   5.10728577620134E-23  -1.81731247685936E-13   1.00072092699879E-13
  1.17742360778799E+02  -5.77861806746141E-28   1.53628626526631E-15  -1.12233395611991E-09   5.08412773415898E-23  -1.81036823621786E-13   9.96899592402066E-14
  1.17749861241328E+02  -5.74954263914199E-28   1.53018275432793E-15  -1.11826485047012E-09   5.06103701641050E-23  -1.80343367430445E-13   9.93083560412982E-14
  1.17757361703856E+02  -5.72057691995856E-28   1.52408976165186E-15  -1.11419931691260E-09   5.03801331749015E-23  -1.79650875415297E-13   9.89272810791039E-14
  1.17764862166385E+02  -5.69172035758178E-28   1.51800724544846E-15  -1.11013734252853E-09   5.01505633281684E-23  -1.78959343884791E-13   9.85467323323391E-14
  1.17772362628914E+02  -5.66297240176125E-28   1.51193516399936E-15  -1.10607891440998E-09   4.99216575869015E-23  -1.78268769152430E-13   9.81667077824740E-14
  1.17779863091443E+02  -5.63433250431509E-28   1.50587347565716E-15  -1.10202401965983E-09   4.96934129228629E-23  -1.77579147536748E-13   9.77872054137222E-14
  1.17787363553972E+02  -5.60580011911945E-28   1.49982213884515E-15  -1.09797264539178E-09   4.94658263165413E-23  -1.76890475361291E-13   9.74082232130303E-14
  1.17794864016501E+02  -5.57737470209815E-28   1.49378111205703E-15  -1.09392477873022E-09   4.92388947571117E-23  -1.76202748954597E-13   9.70297591700677E-14
  1.17802364479030E+02  -5.54905571121232E-28   1.48775035385664E-15  -1.08988040681029E-09   4.90126152423964E-23  -1.75515964650178E-13   9.66518112772156E-14
  1.17809864941559E+02  -5.52084260645004E-28   1.48172982287765E-15  -1.08583951677777E-09   4.87869847788246E-23  -1.74830118786498E-13   9.62743775295564E-14
  1.17817365404088E+02  -5.49273484981611E-28   1.47571947782328E-15  -1.08180209578907E-09   4.85620003813932E-23  -1.74145207706956E-13   9.58974559248635E-14
  1.17824865866617E+02  -5.46473190532175E-28   1.46971927746604E-15  -1.07776813101120E-09   4.83376590736277E-23  -1.73461227759868E-13   9.55210444635901E-14
  1.17832366329146E+02  -5.43683323897446E-28   1.46372918064746E-15  -1.07373760962168E-09   4.81139578875423E-23  -1.72778175298442E-13   9.51451411488594E-14
  1.17839866791674E+02  -5.40903831876779E-28   1.45774914627775E-15  -1.06971051880856E-09   4.78908938636010E-23  -1.72096046680764E-13   9.47697439864535E-14
  1.17847367254203E+02  -5.38134661467125E-28   1.45177913333556E-15  -1.06568684577035E-09   4.76684640506787E-23  -1.71414838269778E-13   9.43948509848033E-14
  1.17854867716732E+02  -5.35375759862019E-28   1.44581910086773E-15  -1.06166657771596E-09   4.74466655060221E-23  -1.70734546433264E-13   9.40204601549777E-14
  1.17862368179261E+02  -5.32627074450577E-28   1.43986900798893E-15  -1.05764970186470E-09   4.72254952952107E-23  -1.70055167543820E-13   9.36465695106734E-14
  1.17869868641790E+02  -5.29888552816494E-28   1.43392881388146E-15  -1.05363620544623E-09   4.70049504921182E-23  -1.69376697978844E-13   9.32731770682039E-14
  1.17877369104319E+02  -5.27160142737043E-28   1.42799847779493E-15  -1.04962607570050E-09   4.67850281788739E-23  -1.68699134120516E-13   9.29002808464896E-14
  1.17884869566848E+02  -5.24441792182082E-28   1.42207795904599E-15  -1.04561929987772E-09   4.65657254458241E-23  -1.68022472355774E-13   9.25278788670474E-14
  1.17892370029377E+02  -5.21733449313067E-28   1.41616721701805E-15  -1.04161586523833E-09   4.63470393914938E-23  -1.67346709076298E-13   9.21559691539795E-14
  1.17899870491906E+02  -5.19035062482059E-28   1.41026621116099E-15  -1.03761575905296E-09   4.61289671225482E-23  -1.66671840678491E-13   9.17845497339640E-14
  1.17907370954435E+02  -5.16346580230744E-28   1.40437490099094E-15  -1.03361896860235E-09   4.59115057537546E-23  -1.65997863563462E-13   9.14136186362438E-14
  1.17914871416964E+02  -5.13667951289451E-28   1.39849324608992E-15  -1.02962548117737E-09   4.56946524079444E-23  -1.65324774137000E-13   9.10431738926162E-14
  1.17922371879492E+02  -5.10999124576180E-28   1.39262120610562E-15  -1.02563528407895E-09   4.54784042159747E-23  -1.64652568809562E-13   9.06732135374230E-14
  1.17929872342021E+02  -5.08340049195622E-28   1.38675874075113E-15  -1.02164836461804E-09   4.52627583166913E-23  -1.63981243996252E-13   9.03037356075398E-14
  1.17937372804550E+02  -5.05690674438197E-28   1.38090580980461E-15  -1.01766471011556E-09   4.50477118568898E-23  -1.63310796116799E-13   8.99347381423657E-14
  1.17944873267079E+02  -5.03050949779085E-28   1.37506237310907E-15  -1.01368430790239E-09   4.48332619912788E-23  -1.62641221595543E-13   8.95662191838128E-14
  1.17952373729608E+02  -5.00420824877263E-28   1.36922839057209E-15  -1.00970714531930E-09   4.46194058824418E-23  -1.61972516861410E-13   8.91981767762963E-14
  1.17959874192137E+02  -4.97800249574549E-28   1.36340382216550E-15  -1.00573320971694E-09   4.44061407008002E-23  -1.61304678347900E-13   8.88306089667239E-14
  1.17967374654666E+02  -4.95189173894644E-28   1.35758862792516E-15  -1.00176248845575E-09   4.41934636245754E-23  -1.60637702493064E-13   8.84635138044852E-14
  1.17974875117195E+02  -4.92587548042182E-28   1.35178276795067E-15  -9.97794968906001E-10   4.39813718397521E-23  -1.59971585739483E-13   8.80968893414422E-14
  1.17982375579724E+02  -4.89995322401783E-28   1.34598620240509E-15  -9.93830638447665E-10   4.37698625400405E-23  -1.59306324534255E-13   8.77307336319181E-14
  1.17989876042253E+02  -4.87412447537103E-28   1.34019889151466E-15  -9.89869484470441E-10   4.35589329268401E-23  -1.58641915328972E-13   8.73650447326878E-14
  1.17997376504782E+02  -4.84838874189900E-28   1.33442079556855E-15  -9.85911494373686E-10   4.33485802092017E-23  -1.57978354579701E-13   8.69998207029672E-14
  1.18004876967310E+02  -4.82274553279088E-28   1.32865187491858E-15  -9.81956655566383E-10   4.31388016037914E-23  -1.57315638746968E-13   8.66350596044033E-14
  1.18012377429839E+02  -4.79719435899810E-28   1.32289208997894E-15  -9.78004955467101E-10   4.29295943348536E-23  -1.56653764295738E-13   8.62707595010635E-14
  1.18019877892368E+02  -4.77173473322501E-28   1.31714140122595E-15  -9.74056381503955E-10   4.27209556341740E-23  -1.55992727695394E-13   8.59069184594258E-14
  1.18027378354897E+02  -4.74636616991961E-28   1.31139976919773E-15  -9.70110921114565E-10   4.25128827410437E-23  -1.55332525419722E-13   8.55435345483685E-14
  1.18034878817426E+02  -4.72108818526432E-28   1.30566715449400E-15  -9.66168561746019E-10   4.23053729022220E-23  -1.54673153946889E-13   8.51806058391599E-14
  1.18042379279955E+02  -4.69590029716677E-28   1.29994351777577E-15  -9.62229290854831E-10   4.20984233719006E-23  -1.54014609759428E-13   8.48181304054483E-14
  1.18049879742484E+02  -4.67080202525059E-28   1.29422881976507E-15  -9.58293095906905E-10   4.18920314116672E-23  -1.53356889344215E-13   8.44561063232516E-14
  1.18057380205013E+02  -4.64579289084629E-28   1.28852302124471E-15  -9.54359964377492E-10   4.16861942904692E-23  -1.52699989192453E-13   8.40945316709474E-14
  1.18064880667542E+02  -4.62087241698210E-28   1.28282608305797E-15  -9.50429883751152E-10   4.14809092845776E-23  -1.52043905799655E-13   8.37334045292627E-14
  1.18072381130071E+02  -4.59604012837496E-28   1.27713796610839E-15  -9.46502841521717E-10   4.12761736775514E-23  -1.51388635665620E-13   8.33727229812637E-14
  1.18079881592600E+02  -4.57129555142140E-28   1.27145863135945E-15  -9.42578825192246E-10   4.10719847602012E-23  -1.50734175294421E-13   8.30124851123459E-14
  1.18087382055128E+02  -4.54663821418854E-28   1.26578803983430E-15  -9.38657822274992E-10   4.08683398305540E-23  -1.50080521194382E-13   8.26526890102240E-14
  1.18094882517657E+02  -4.52206764640514E-28   1.26012615261557E-15  -9.34739820291358E-10   4.06652361938168E-23  -1.49427669878060E-13   8.22933327649214E-14
  1.18102382980186E+02  -4.49758337945256E-28   1.25447293084499E-15  -9.30824806771862E-10   4.04626711623418E-23  -1.48775617862228E-13   8.19344144687607E-14
  1.18109883442715E+02  -4.47318494635592E-28   1.24882833572324E-15  -9.26912769256091E-10   4.02606420555904E-23  -1.48124361667855E-13   8.15759322163533E-14
  1.18117383905244E+02  -4.44887188177517E-28   1.24319232850959E-15  -9.23003695292672E-10   4.00591462000977E-23  -1.47473897820091E-13   8.12178841045892E-14
  1.18124884367773E+02  -4.42464372199622E-28   1.23756487052170E-15  -9.19097572439223E-10   3.98581809294377E-23  -1.46824222848242E-13   8.08602682326273E-14
  1.18132384830302E+02  -4.40050000492211E-28   1.23194592313531E-15  -9.15194388262317E-10   3.96577435841877E-23  -1.46175333285759E-13   8.05030827018853E-14
  1.18139885292831E+02  -4.37644027006422E-28   1.22633544778402E-15  -9.11294130337448E-10   3.94578315118932E-23  -1.45527225670215E-13   8.01463256160294E-14
  1.18147385755360E+02  -4.35246405853349E-28   1.22073340595899E-15  -9.07396786248983E-10   3.92584420670329E-23  -1.44879896543285E-13   7.97899950809645E-14
  1.18154886217889E+02  -4.32857091303171E-28   1.21513975920868E-15  -9.03502343590130E-10   3.90595726109839E-23  -1.44233342450735E-13   7.94340892048244E-14
  1.18162386680418E+02  -4.30476037784274E-28   1.20955446913862E-15  -8.99610789962897E-10   3.88612205119868E-23  -1.43587559942396E-13   7.90786060979614E-14
  1.18169887142946E+02  -4.28103199882391E-28   1.20397749741112E-15  -8.95722112978051E-10   3.86633831451106E-23  -1.42942545572149E-13   7.87235438729365E-14
  1.18177387605475E+02  -4.25738532339731E-28   1.19840880574499E-15  -8.91836300255080E-10   3.84660578922185E-23  -1.42298295897908E-13   7.83689006445095E-14
  1.18184888068004E+02  -4.23381990054120E-28   1.19284835591532E-15  -8.87953339422157E-10   3.82692421419331E-23  -1.41654807481599E-13   7.80146745296290E-14
  1.18192388530533E+02  -4.21033528078143E-28   1.18729610975322E-15  -8.84073218116095E-10   3.80729332896018E-23  -1.41012076889143E-13   7.76608636474225E-14
  1.18199888993062E+02  -4.18693101618283E-28   1.18175202914550E-15  -8.80195923982315E-10   3.78771287372629E-23  -1.40370100690439E-13   7.73074661191864E-14
  1.18207389455591E+02  -4.16360666034073E-28   1.17621607603447E-15  -8.76321444674802E-10   3.76818258936103E-23  -1.39728875459343E-13   7.69544800683759E-14
  1.18214889918120E+02  -4.14036176837244E-28   1.17068821241766E-15  -8.72449767856067E-10   3.74870221739605E-23  -1.39088397773651E-13   7.66019036205957E-14
  1.18222390380649E+02  -4.11719589690875E-28   1.16516840034755E-15  -8.68580881197111E-10   3.72927150002173E-23  -1.38448664215084E-13   7.62497349035892E-14
  1.18229890843178E+02  -4.09410860408551E-28   1.15965660193132E-15  -8.64714772377382E-10   3.70989018008387E-23  -1.37809671369264E-13   7.58979720472296E-14
  1.18237391305707E+02  -4.07109944953524E-28   1.15415277933061E-15  -8.60851429084739E-10   3.69055800108021E-23  -1.37171415825701E-13   7.55466131835092E-14
  1.18244891768236E+02  -4.04816799437868E-28   1.14865689476121E-15  -8.56990839015414E-10   3.67127470715713E-23  -1.36533894177772E-13   7.51956564465300E-14
  1.18252392230764E+02  -4.02531380121646E-28   1.14316891049286E-15  -8.53132989873970E-10   3.65204004310618E-23  -1.35897103022703E-13   7.48450999724936E-14
